Rank: 1, Movie: 3740, Rating: 5.0
Rank: 55, Movie: 2571, Rating: 4.439550350095811
Rank: 56, Movie: 1221, Rating: 4.4100264562697244
Rank: 57, Movie: 1617, Rating: 4.4
Rank: 58, Movie: 55820, Rating: 4.4
Rank: 59, Movie: 31878, Rating: 4.4
Rank: 60, Movie: 1201, Rating: 4.385720368642339
Rank: 61, Movie: 38061, Rating: 4.382120842699023
Rank: 62, Movie: 551, Rating: 4.381443298969072
Rank: 63, Movie: 1127, Rating: 4.379320200505742
Rank: 64, Movie: 81564, Rating: 4.375000000000001
Rank: 65, Movie: 122926, Rating: 4.375
Rank: 66, Movie: 2396, Rating: 4.375
Rank: 67, Movie: 1097, Rating: 4.367483185271349
Rank: 68, Movie: 1732, Rating: 4.360313922327381
Rank: 69, Movie: 1213, Rating: 4.35017209127093
Rank: 70, Movie: 1252, Rating: 4.338983050847458
Rank: 71, Movie: 140359, Rating: 4.333333333333333
Rank: 72, Movie: 1339, Rating: 4.333333333333333
Rank: 73, Movie: 1566, Rating: 4.333333333333333
Rank: 74, Movie: 2087, Rating: 4.333333333333333
Rank: 75, Movie: 117192, Rating: 4.333333333333333
Rank: 76, Movie: 2533, Rating: 4.333333333333333
Rank: 77, Movie: 2648, Rating: 4.333333333333333
Rank: 78, Movie: 2948, Rating: 4.333333333333333
Rank: 79, Movie: 150596, Rating: 4.333333333333333
Rank: 80, Movie: 27801, Rating: 4.333333333333333
Rank: 81, Movie: 3671, Rating: 4.333333333333333
Rank: 82, Movie: 135143, Rating: 4.333333333333333
Rank: 83, Movie: 5444, Rating: 4.333333333333333
Rank: 84, Movie: 7482, Rating: 4.333333333333333
Rank: 85, Movie: 147382, Rating: 4.333333333333333
Rank: 86, Movie: 6, Rating: 4.327586206896552
Rank: 87, Movie: 2700, Rating: 4.309275351635079
Rank: 88, Movie: 1247, Rating: 4.306759609658305
Rank: 89, Movie: 3681, Rating: 4.3
Rank: 90, Movie: 34405, Rating: 4.291786164701049
Rank: 91, Movie: 3527, Rating: 4.288992127570925
Rank: 92, Movie: 4308, Rating: 4.285714285714286
Rank: 93, Movie: 380, Rating: 4.2850534437901056
Rank: 94, Movie: 5010, Rating: 4.274074074074074
Rank: 95, Movie: 597, Rating: 4.271559161307544
Rank: 96, Movie: 441, Rating: 4.271243444677047
Rank: 97, Movie: 59369, Rating: 4.271186440677966
Rank: 98, Movie: 84392, Rating: 4.261904761904761
Rank: 99, Movie: 1193, Rating: 4.254676611115121
Rank: 100, Movie: 3481, Rating: 4.253491131671163
Rank: 101, Movie: 90866, Rating: 4.25
Rank: 102, Movie: 920, Rating: 4.25
Rank: 103, Movie: 1088, Rating: 4.25
Rank: 104, Movie: 1307, Rating: 4.25
Rank: 105, Movie: 2160, Rating: 4.25
Rank: 106, Movie: 3000, Rating: 4.25
Rank: 107, Movie: 36529, Rating: 4.25
Rank: 108, Movie: 6617, Rating: 4.25
Rank: 109, Movie: 98124, Rating: 4.25
Rank: 110, Movie: 356, Rating: 4.236886863616187
Rank: 111, Movie: 110, Rating: 4.232286397438747
Rank: 112, Movie: 357, Rating: 4.22319513171513
Rank: 113, Movie: 337, Rating: 4.222222222222222
Rank: 114, Movie: 39, Rating: 4.217948717948717
Rank: 115, Movie: 49530, Rating: 4.217948717948717
Rank: 116, Movie: 527, Rating: 4.215784225633896
Rank: 117, Movie: 1266, Rating: 4.215772422536044
Rank: 118, Movie: 2490, Rating: 4.214285714285714
Rank: 119, Movie: 1240, Rating: 4.207247156965691
Rank: 120, Movie: 2804, Rating: 4.2061855670103085
Rank: 121, Movie: 1245, Rating: 4.2
Rank: 122, Movie: 34072, Rating: 4.2
Rank: 123, Movie: 56757, Rating: 4.2
Rank: 124, Movie: 2174, Rating: 4.195876288659794
Rank: 125, Movie: 60069, Rating: 4.18957345971564
Rank: 126, Movie: 4878, Rating: 4.187351993789047
Rank: 127, Movie: 2918, Rating: 4.18650672985708
Rank: 128, Movie: 3552, Rating: 4.185181284020994
Rank: 129, Movie: 2115, Rating: 4.178276312996514
Rank: 130, Movie: 2194, Rating: 4.170520231213873
Rank: 131, Movie: 1921, Rating: 4.169784407410081
Rank: 132, Movie: 122906, Rating: 4.166666666666667
Rank: 133, Movie: 2501, Rating: 4.166666666666667
Rank: 134, Movie: 64957, Rating: 4.166666666666667
Rank: 135, Movie: 2959, Rating: 4.159632143923726
Rank: 136, Movie: 1704, Rating: 4.147214181910423
Rank: 137, Movie: 2949, Rating: 4.1386413261043655
Rank: 138, Movie: 2021, Rating: 4.133727829177908
Rank: 139, Movie: 27773, Rating: 4.128540574112841
Rank: 140, Movie: 1270, Rating: 4.127930820694379
Rank: 141, Movie: 4734, Rating: 4.126745565835582
Rank: 142, Movie: 87232, Rating: 4.125384179525427
Rank: 143, Movie: 4019, Rating: 4.125
Rank: 144, Movie: 1259, Rating: 4.123376623376624
Rank: 145, Movie: 49272, Rating: 4.118398789303146
Rank: 146, Movie: 1573, Rating: 4.111012968888013
Rank: 147, Movie: 122886, Rating: 4.100049168934551
Rank: 148, Movie: 116797, Rating: 4.1
Rank: 149, Movie: 1225, Rating: 4.096836693844865
Rank: 150, Movie: 51662, Rating: 4.091005945003689
Rank: 151, Movie: 1968, Rating: 4.084573071699902
Rank: 152, Movie: 2951, Rating: 4.083333333333333
Rank: 153, Movie: 7438, Rating: 4.081188733021142
Rank: 154, Movie: 5903, Rating: 4.077155916130755
Rank: 155, Movie: 3275, Rating: 4.075922677449965
Rank: 156, Movie: 1214, Rating: 4.072718300689716
Rank: 157, Movie: 134853, Rating: 4.064655172413793
Rank: 158, Movie: 3147, Rating: 4.056363953970835
Rank: 159, Movie: 293, Rating: 4.0555361748734295
Rank: 160, Movie: 57640, Rating: 4.050557025348318
Rank: 161, Movie: 2001, Rating: 4.0487012987013
Rank: 162, Movie: 111759, Rating: 4.04340413110295
Rank: 163, Movie: 6874, Rating: 4.0429122404099225
Rank: 164, Movie: 1206, Rating: 4.038305639319236
Rank: 165, Movie: 81932, Rating: 4.028324592902729
Rank: 166, Movie: 84152, Rating: 4.028324592902729
Rank: 167, Movie: 4873, Rating: 4.028324592902729
Rank: 168, Movie: 112175, Rating: 4.028324592902729
Rank: 169, Movie: 2109, Rating: 4.026380612932215
Rank: 170, Movie: 2329, Rating: 4.0247257269481915
Rank: 171, Movie: 3301, Rating: 4.023987041127393
Rank: 172, Movie: 1954, Rating: 4.020800788098631
Rank: 173, Movie: 2572, Rating: 4.019744607971732
Rank: 174, Movie: 1261, Rating: 4.019063046276913
Rank: 175, Movie: 111362, Rating: 4.018706444460486
Rank: 176, Movie: 112556, Rating: 4.018706444460486
Rank: 177, Movie: 89864, Rating: 4.018706444460486
Rank: 178, Movie: 913, Rating: 4.016949152542373
Rank: 179, Movie: 296, Rating: 4.014429633412814
Rank: 180, Movie: 119145, Rating: 4.014162296451365
Rank: 181, Movie: 1228, Rating: 4.011266016097174
Rank: 182, Movie: 122900, Rating: 4.009598871573439
Rank: 183, Movie: 1079, Rating: 4.007995680375798
Rank: 184, Movie: 1258, Rating: 4.007407407407407
Rank: 185, Movie: 3897, Rating: 4.006982263342326
Rank: 186, Movie: 316, Rating: 4.005780346820809
Rank: 187, Movie: 1291, Rating: 4.004387761875204
Rank: 188, Movie: 5989, Rating: 4.000298290553397
Rank: 189, Movie: 36, Rating: 4.0
Rank: 190, Movie: 60, Rating: 4.0
Rank: 191, Movie: 107, Rating: 4.0
Rank: 192, Movie: 170, Rating: 4.0
Rank: 193, Movie: 345, Rating: 4.0
Rank: 194, Movie: 552, Rating: 4.0
Rank: 195, Movie: 923, Rating: 4.0
Rank: 196, Movie: 953, Rating: 4.0
Rank: 197, Movie: 74948, Rating: 4.0
Rank: 198, Movie: 1246, Rating: 4.0
Rank: 199, Movie: 1249, Rating: 4.0
Rank: 200, Movie: 1256, Rating: 4.0
Rank: 201, Movie: 1267, Rating: 4.0
Rank: 202, Movie: 1288, Rating: 4.0
Rank: 203, Movie: 1348, Rating: 4.0
Rank: 204, Movie: 1358, Rating: 4.0
Rank: 205, Movie: 1372, Rating: 4.0
Rank: 206, Movie: 66934, Rating: 4.0
Rank: 207, Movie: 1569, Rating: 4.0
Rank: 208, Movie: 1588, Rating: 4.0
Rank: 209, Movie: 1639, Rating: 4.0
Rank: 210, Movie: 1687, Rating: 4.0
Rank: 211, Movie: 1717, Rating: 4.0
Rank: 212, Movie: 1792, Rating: 4.0
Rank: 213, Movie: 1801, Rating: 4.0
Rank: 214, Movie: 1967, Rating: 4.0
Rank: 215, Movie: 2023, Rating: 4.0
Rank: 216, Movie: 2078, Rating: 4.0
Rank: 217, Movie: 2126, Rating: 4.0
Rank: 218, Movie: 2393, Rating: 4.0
Rank: 219, Movie: 2402, Rating: 4.0
Rank: 220, Movie: 2409, Rating: 4.0
Rank: 221, Movie: 2594, Rating: 4.0
Rank: 222, Movie: 2640, Rating: 4.0
Rank: 223, Movie: 2968, Rating: 4.0
Rank: 224, Movie: 2990, Rating: 4.0
Rank: 225, Movie: 2991, Rating: 4.0
Rank: 226, Movie: 3034, Rating: 4.0
Rank: 227, Movie: 3082, Rating: 4.0
Rank: 228, Movie: 3148, Rating: 4.0
Rank: 229, Movie: 3213, Rating: 4.0
Rank: 230, Movie: 3255, Rating: 4.0
Rank: 231, Movie: 3272, Rating: 4.0
Rank: 232, Movie: 3429, Rating: 4.0
Rank: 233, Movie: 3438, Rating: 4.0
Rank: 234, Movie: 3462, Rating: 4.0
Rank: 235, Movie: 3916, Rating: 4.0
Rank: 236, Movie: 4025, Rating: 4.0
Rank: 237, Movie: 4623, Rating: 4.0
Rank: 238, Movie: 4679, Rating: 4.0
Rank: 239, Movie: 4855, Rating: 4.0
Rank: 240, Movie: 5152, Rating: 4.0
Rank: 241, Movie: 79008, Rating: 4.0
Rank: 242, Movie: 54999, Rating: 4.0
Rank: 243, Movie: 96432, Rating: 4.0
Rank: 244, Movie: 6936, Rating: 4.0
Rank: 245, Movie: 7143, Rating: 4.0
Rank: 246, Movie: 147372, Rating: 4.0
Rank: 247, Movie: 147374, Rating: 4.0
Rank: 248, Movie: 147378, Rating: 4.0
Rank: 249, Movie: 147380, Rating: 4.0
Rank: 250, Movie: 147384, Rating: 4.0
Rank: 251, Movie: 1089, Rating: 3.995781194695401
Rank: 252, Movie: 2617, Rating: 3.9942196531791914
Rank: 253, Movie: 1997, Rating: 3.990577354223811
Rank: 254, Movie: 48304, Rating: 3.9899552589865834
Rank: 255, Movie: 919, Rating: 3.987179487179487
Rank: 256, Movie: 2411, Rating: 3.987179487179487
Rank: 257, Movie: 1333, Rating: 3.985321597508933
Rank: 258, Movie: 4718, Rating: 3.9795902080896814
Rank: 259, Movie: 4995, Rating: 3.977557989439003
Rank: 260, Movie: 102445, Rating: 3.975
Rank: 261, Movie: 30749, Rating: 3.975
Rank: 262, Movie: 105504, Rating: 3.975
Rank: 263, Movie: 2145, Rating: 3.9743589743589736
Rank: 264, Movie: 4011, Rating: 3.971889255357631
Rank: 265, Movie: 111781, Rating: 3.9661016949152543
Rank: 266, Movie: 608, Rating: 3.9587259697320203
Rank: 267, Movie: 3869, Rating: 3.9523809523809526
Rank: 268, Movie: 7310, Rating: 3.9523809523809526
Rank: 269, Movie: 115210, Rating: 3.95
Rank: 270, Movie: 79139, Rating: 3.948717948717948
Rank: 271, Movie: 64614, Rating: 3.944960442935399
Rank: 272, Movie: 134130, Rating: 3.9446872672637174
Rank: 273, Movie: 2011, Rating: 3.939443681154332
Rank: 274, Movie: 44665, Rating: 3.9375
Rank: 275, Movie: 68791, Rating: 3.9322033898305087
Rank: 276, Movie: 54997, Rating: 3.9322033898305087
Rank: 277, Movie: 54286, Rating: 3.9267241379310343
Rank: 278, Movie: 50, Rating: 3.9230618037617173
Rank: 279, Movie: 1219, Rating: 3.922844083869245
Rank: 280, Movie: 7153, Rating: 3.9224934585430455
Rank: 281, Movie: 6440, Rating: 3.9202788289749133
Rank: 282, Movie: 2028, Rating: 3.9185801904203386
Rank: 283, Movie: 2455, Rating: 3.91833447099541
Rank: 284, Movie: 33615, Rating: 3.9166666666666665
Rank: 285, Movie: 1080, Rating: 3.9166666666666665
Rank: 286, Movie: 1387, Rating: 3.9127791275413144
Rank: 287, Movie: 1374, Rating: 3.912371134020618
Rank: 288, Movie: 6942, Rating: 3.9122991778600937
Rank: 289, Movie: 102125, Rating: 3.908638984416095
Rank: 290, Movie: 1653, Rating: 3.9078717713977027
Rank: 291, Movie: 2144, Rating: 3.90570826614436
Rank: 292, Movie: 90746, Rating: 3.904761904761905
Rank: 293, Movie: 2746, Rating: 3.904761904761905
Rank: 294, Movie: 78105, Rating: 3.904761904761905
Rank: 295, Movie: 2470, Rating: 3.9031633061551347
Rank: 296, Movie: 1676, Rating: 3.9026112522841254
Rank: 297, Movie: 47, Rating: 3.9000123365516406
Rank: 298, Movie: 95105, Rating: 3.9000000000000004
Rank: 299, Movie: 32, Rating: 3.899514620296813
Rank: 300, Movie: 58559, Rating: 3.8977694203073905
Rank: 301, Movie: 2529, Rating: 3.894952507109222
Rank: 302, Movie: 1220, Rating: 3.893708654265313
Rank: 303, Movie: 1198, Rating: 3.8916467689416385
Rank: 304, Movie: 5618, Rating: 3.887511813067053
Rank: 305, Movie: 6863, Rating: 3.887218960849072
Rank: 306, Movie: 122892, Rating: 3.8856217223385237
Rank: 307, Movie: 2916, Rating: 3.8827537878242415
Rank: 308, Movie: 150, Rating: 3.8820808178509028
Rank: 309, Movie: 30707, Rating: 3.879267653405412
Rank: 310, Movie: 1527, Rating: 3.877271741946555
Rank: 311, Movie: 1234, Rating: 3.875
Rank: 312, Movie: 5574, Rating: 3.875
Rank: 313, Movie: 2791, Rating: 3.872793211444249
Rank: 314, Movie: 10, Rating: 3.869183340005338
Rank: 315, Movie: 555, Rating: 3.8689548599721726
Rank: 316, Movie: 54503, Rating: 3.868340172731489
Rank: 317, Movie: 1073, Rating: 3.8666666666666663
Rank: 318, Movie: 2947, Rating: 3.866317031543215
Rank: 319, Movie: 1136, Rating: 3.865039684404587
Rank: 320, Movie: 7451, Rating: 3.864995618485631
Rank: 321, Movie: 1970, Rating: 3.857142857142858
Rank: 322, Movie: 1028, Rating: 3.857142857142857
Rank: 323, Movie: 3156, Rating: 3.857142857142857
Rank: 324, Movie: 4973, Rating: 3.854916435600855
Rank: 325, Movie: 33794, Rating: 3.8505902102481073
Rank: 326, Movie: 98809, Rating: 3.848922037050405
Rank: 327, Movie: 3037, Rating: 3.846042030851275
Rank: 328, Movie: 112552, Rating: 3.846042030851275
Rank: 329, Movie: 78499, Rating: 3.8448275862068964
Rank: 330, Movie: 2641, Rating: 3.8389830508474576
Rank: 331, Movie: 1641, Rating: 3.8333333333333335
Rank: 332, Movie: 26614, Rating: 3.8333333333333335
Rank: 333, Movie: 159093, Rating: 3.8333333333333335
Rank: 334, Movie: 5292, Rating: 3.8333333333333335
Rank: 335, Movie: 5952, Rating: 3.830221439252641
Rank: 336, Movie: 223, Rating: 3.830215592589919
Rank: 337, Movie: 6016, Rating: 3.829291641852653
Rank: 338, Movie: 541, Rating: 3.8271556332482723
Rank: 339, Movie: 60161, Rating: 3.8269789845743625
Rank: 340, Movie: 1748, Rating: 3.8261391738505903
Rank: 341, Movie: 2410, Rating: 3.8220338983050848
Rank: 342, Movie: 353, Rating: 3.8191859870571343
Rank: 343, Movie: 2003, Rating: 3.8178160478789036
Rank: 344, Movie: 27831, Rating: 3.8125
Rank: 345, Movie: 3698, Rating: 3.811815693415692
Rank: 346, Movie: 45186, Rating: 3.811547084476231
Rank: 347, Movie: 16, Rating: 3.8098816512466276
Rank: 348, Movie: 1375, Rating: 3.805084745762712
Rank: 349, Movie: 648, Rating: 3.8011209863008872
Rank: 350, Movie: 317, Rating: 3.8
Rank: 351, Movie: 594, Rating: 3.8
Rank: 352, Movie: 1029, Rating: 3.8
Rank: 353, Movie: 1367, Rating: 3.8
Rank: 354, Movie: 1909, Rating: 3.8
Rank: 355, Movie: 2841, Rating: 3.8
Rank: 356, Movie: 3635, Rating: 3.8
Rank: 357, Movie: 2997, Rating: 3.795698849015651
Rank: 358, Movie: 32587, Rating: 3.7873984028258456
Rank: 359, Movie: 1265, Rating: 3.7853670701702136
Rank: 360, Movie: 2278, Rating: 3.78437739783191
Rank: 361, Movie: 2762, Rating: 3.782276422033031
Rank: 362, Movie: 7361, Rating: 3.781826035835706
Rank: 363, Movie: 33493, Rating: 3.7816436868317442
Rank: 364, Movie: 8874, Rating: 3.7803468208092483
Rank: 365, Movie: 2291, Rating: 3.7803468208092483
Rank: 366, Movie: 2797, Rating: 3.7803468208092483
Rank: 367, Movie: 4993, Rating: 3.7802091500402404
Rank: 368, Movie: 4027, Rating: 3.7799654576554067
Rank: 369, Movie: 2167, Rating: 3.7785613683128894
Rank: 370, Movie: 6711, Rating: 3.778202717711505
Rank: 371, Movie: 1784, Rating: 3.7740740740740737
Rank: 372, Movie: 1244, Rating: 3.771243444677047
Rank: 373, Movie: 99813, Rating: 3.771243444677047
Rank: 374, Movie: 86882, Rating: 3.771243444677047
Rank: 375, Movie: 38038, Rating: 3.771243444677047
Rank: 376, Movie: 46976, Rating: 3.770824676761473
Rank: 377, Movie: 5673, Rating: 3.7640966786363705
Rank: 378, Movie: 88140, Rating: 3.7640966786363705
Rank: 379, Movie: 3751, Rating: 3.763925633707951
Rank: 380, Movie: 68157, Rating: 3.759393933835674
Rank: 381, Movie: 2161, Rating: 3.758740674201115
Rank: 382, Movie: 3052, Rating: 3.7583553802247702
Rank: 383, Movie: 8376, Rating: 3.753491131671163
Rank: 384, Movie: 48516, Rating: 3.7533430225669604
Rank: 385, Movie: 141, Rating: 3.75
Rank: 386, Movie: 261, Rating: 3.75
Rank: 387, Movie: 1020, Rating: 3.75
Rank: 388, Movie: 1276, Rating: 3.75
Rank: 389, Movie: 2581, Rating: 3.75
Rank: 390, Movie: 2712, Rating: 3.75
Rank: 391, Movie: 2908, Rating: 3.75
Rank: 392, Movie: 27611, Rating: 3.75
Rank: 393, Movie: 3360, Rating: 3.75
Rank: 394, Movie: 4327, Rating: 3.75
Rank: 395, Movie: 4881, Rating: 3.75
Rank: 396, Movie: 71057, Rating: 3.75
Rank: 397, Movie: 5810, Rating: 3.75
Rank: 398, Movie: 56782, Rating: 3.75
Rank: 399, Movie: 592, Rating: 3.747959812755505
Rank: 400, Movie: 7373, Rating: 3.739345586196827
Rank: 401, Movie: 588, Rating: 3.738540867389363
Rank: 402, Movie: 4571, Rating: 3.737711062780853
Rank: 403, Movie: 1370, Rating: 3.737068965517241
Rank: 404, Movie: 44191, Rating: 3.7336285078099105
Rank: 405, Movie: 480, Rating: 3.730061210680149
Rank: 406, Movie: 3535, Rating: 3.729572156110134
Rank: 407, Movie: 590, Rating: 3.727272727272727
Rank: 408, Movie: 1584, Rating: 3.7266463827571994
Rank: 409, Movie: 8644, Rating: 3.726224878082741
Rank: 410, Movie: 109487, Rating: 3.7226168093035406
Rank: 411, Movie: 4886, Rating: 3.7220579782331518
Rank: 412, Movie: 5418, Rating: 3.721569380821242
Rank: 413, Movie: 165, Rating: 3.721334163010881
Rank: 414, Movie: 3868, Rating: 3.720478503973826
Rank: 415, Movie: 2353, Rating: 3.7142857142857144
Rank: 416, Movie: 45722, Rating: 3.713368608359633
Rank: 417, Movie: 104, Rating: 3.7102638646099146
Rank: 418, Movie: 1396, Rating: 3.7094899184654038
Rank: 419, Movie: 79132, Rating: 3.7084186890721784
Rank: 420, Movie: 778, Rating: 3.7045064064388695
Rank: 421, Movie: 3499, Rating: 3.7037037037037033
Rank: 422, Movie: 3793, Rating: 3.7033550404839897
Rank: 423, Movie: 364, Rating: 3.703125
Rank: 424, Movie: 1059, Rating: 3.7
Rank: 425, Movie: 2288, Rating: 3.694915254237288
Rank: 426, Movie: 2420, Rating: 3.694915254237288
Rank: 427, Movie: 1093, Rating: 3.69367338768973
Rank: 428, Movie: 64285, Rating: 3.6920840617025505
Rank: 429, Movie: 60684, Rating: 3.6901183487533724
Rank: 430, Movie: 163, Rating: 3.688490851870567
Rank: 431, Movie: 57669, Rating: 3.688490851870567
Rank: 432, Movie: 1544, Rating: 3.6875000000000004
Rank: 433, Movie: 112623, Rating: 3.6853332110970545
Rank: 434, Movie: 4014, Rating: 3.6811259627959405
Rank: 435, Movie: 5991, Rating: 3.6811259627959405
Rank: 436, Movie: 68954, Rating: 3.6801030906565817
Rank: 437, Movie: 750, Rating: 3.678407013226332
Rank: 438, Movie: 2772, Rating: 3.6730210154256375
Rank: 439, Movie: 3018, Rating: 3.6730210154256375
Rank: 440, Movie: 1208, Rating: 3.672625505256949
Rank: 441, Movie: 2763, Rating: 3.672333707847521
Rank: 442, Movie: 2335, Rating: 3.669784407410081
Rank: 443, Movie: 5225, Rating: 3.669784407410081
Rank: 444, Movie: 37729, Rating: 3.6687322803994196
Rank: 445, Movie: 93840, Rating: 3.6677605646586686
Rank: 446, Movie: 103228, Rating: 3.666940141164667
Rank: 447, Movie: 80489, Rating: 3.666940141164667
Rank: 448, Movie: 59315, Rating: 3.6667121835111853
Rank: 449, Movie: 410, Rating: 3.6666666666666665
Rank: 450, Movie: 587, Rating: 3.6666666666666665
Rank: 451, Movie: 661, Rating: 3.6666666666666665
Rank: 452, Movie: 8970, Rating: 3.6666666666666665
Rank: 453, Movie: 837, Rating: 3.6666666666666665
Rank: 454, Movie: 1022, Rating: 3.6666666666666665
Rank: 455, Movie: 1033, Rating: 3.6666666666666665
Rank: 456, Movie: 1064, Rating: 3.6666666666666665
Rank: 457, Movie: 148626, Rating: 3.6666666666666665
Rank: 458, Movie: 1209, Rating: 3.6666666666666665
Rank: 459, Movie: 83349, Rating: 3.6666666666666665
Rank: 460, Movie: 1833, Rating: 3.6666666666666665
Rank: 461, Movie: 2094, Rating: 3.6666666666666665
Rank: 462, Movie: 2096, Rating: 3.6666666666666665
Rank: 463, Movie: 2394, Rating: 3.6666666666666665
Rank: 464, Movie: 166635, Rating: 3.6666666666666665
Rank: 465, Movie: 2805, Rating: 3.6666666666666665
Rank: 466, Movie: 2840, Rating: 3.6666666666666665
Rank: 467, Movie: 3257, Rating: 3.6666666666666665
Rank: 468, Movie: 3697, Rating: 3.6666666666666665
Rank: 469, Movie: 3896, Rating: 3.6666666666666665
Rank: 470, Movie: 4016, Rating: 3.6666666666666665
Rank: 471, Movie: 4366, Rating: 3.6666666666666665
Rank: 472, Movie: 135536, Rating: 3.6666666666666665
Rank: 473, Movie: 102903, Rating: 3.6666666666666665
Rank: 474, Movie: 152081, Rating: 3.6666666666666665
Rank: 475, Movie: 4701, Rating: 3.6666666666666665
Rank: 476, Movie: 4814, Rating: 3.6666666666666665
Rank: 477, Movie: 62999, Rating: 3.6666666666666665
Rank: 478, Movie: 6565, Rating: 3.6666666666666665
Rank: 479, Movie: 6721, Rating: 3.6666666666666665
Rank: 480, Movie: 6764, Rating: 3.6666666666666665
Rank: 481, Movie: 56152, Rating: 3.6666666666666665
Rank: 482, Movie: 31658, Rating: 3.6666666666666665
Rank: 483, Movie: 7439, Rating: 3.6666666666666665
Rank: 484, Movie: 32596, Rating: 3.6666666666666665
Rank: 485, Movie: 55247, Rating: 3.6611329837161093
Rank: 486, Movie: 1347, Rating: 3.6610169491525424
Rank: 487, Movie: 924, Rating: 3.6601176359668446
Rank: 488, Movie: 8798, Rating: 3.6551724137931028
Rank: 489, Movie: 8370, Rating: 3.653957969148725
Rank: 490, Movie: 91630, Rating: 3.653957969148725
Rank: 491, Movie: 6539, Rating: 3.6508990212570454
Rank: 492, Movie: 8665, Rating: 3.650579649547613
Rank: 493, Movie: 112852, Rating: 3.6498279087290704
Rank: 494, Movie: 70286, Rating: 3.6484375000000004
Rank: 495, Movie: 3176, Rating: 3.646242453552708
Rank: 496, Movie: 8950, Rating: 3.6457478408563877
Rank: 497, Movie: 97938, Rating: 3.6440677966101696
Rank: 498, Movie: 7293, Rating: 3.6407100925202354
Rank: 499, Movie: 4246, Rating: 3.6389322043554873
Rank: 500, Movie: 45720, Rating: 3.635133672116683
Rank: 501, Movie: 2987, Rating: 3.635062099368934
Rank: 502, Movie: 97306, Rating: 3.6326152717818965
Rank: 503, Movie: 54272, Rating: 3.6285405741128414
Rank: 504, Movie: 595, Rating: 3.625
Rank: 505, Movie: 1271, Rating: 3.625
Rank: 506, Movie: 1391, Rating: 3.625
Rank: 507, Movie: 3555, Rating: 3.6233766233766236
Rank: 508, Movie: 40815, Rating: 3.620644705057684
Rank: 509, Movie: 48780, Rating: 3.618989373069645
Rank: 510, Movie: 1917, Rating: 3.617919182149097
Rank: 511, Movie: 8958, Rating: 3.613519219316609
Rank: 512, Movie: 1215, Rating: 3.613519219316609
Rank: 513, Movie: 7022, Rating: 3.613519219316609
Rank: 514, Movie: 1552, Rating: 3.610088018683003
Rank: 515, Movie: 6947, Rating: 3.6082474226804124
